input_text,target_text
"Base caption: People are happily surprised in company of each other
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",People are happily surprised in company of each other
"Base caption: The man and woman are happy to be together
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man and woman are happy to be together
"Base caption: Sad grandfather is sitting with sad boy
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Sad grandfather is sitting with sad boy
"Base caption: The family is happy to dinner together
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The family is happy to dinner together
"Base caption: Couple look happy and confident
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Couple look happy and confident
"Base caption: A woman is smiling because she poses on some fashion exhibition
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",A woman is smiling because she poses on some fashion exhibition
"Base caption: The man attempts to kill the other man
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The man attempts to kill the other man
"Base caption: Man looks flirty and woman looks concentrated on her papers
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Man looks flirty and woman looks concentrated on her papers
"Base caption: The man and the woman are discussing something
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",The man and the woman are discussing something
"Base caption: The woman is flirting with the man
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The woman is flirting with the man
"Base caption: People are perplexed and don't get the situation
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",People are perplexed and don't get the situation
"Base caption: Four scary men are waiting for someone
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Four scary men are waiting for someone
"Base caption: The woman is hugging the man
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The woman is hugging the man
"Base caption: The man is scared by the woman
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The man is scared by the woman
"Base caption: The man is scared of something
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The man is scared of something
"Base caption: The man and woman are happily hugging
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man and woman are happily hugging
"Base caption: Two women are disgusted with some clothes
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Two women are disgusted with some clothes
"Base caption: A man looks concentrated on the woman and looks dreamy, and the woman looks charming and distracted
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
","A man looks concentrated on the woman and looks dreamy, and the woman looks charming and distracted"
"Base caption: Man looks suspicious and distrustful, he is a little annoyed
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
","Man looks suspicious and distrustful, he is a little annoyed"
"Base caption: The joyful man is calming down the anxious woman
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The joyful man is calming down the anxious woman
"Base caption: The family is happy to have a dinner
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The family is happy to have a dinner
"Base caption: The bunch of weaponized people are escaping from the building
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The bunch of weaponized people are escaping from the building
"Base caption: A man looks skeptical and ironic
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",A man looks skeptical and ironic
"Base caption: A man looks insistent and asks to to take homeless cats which he carries in the box
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",A man looks insistent and asks to to take homeless cats which he carries in the box
"Base caption: Family is happy because they are together
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Family is happy because they are together
"Base caption: The man is worried about something
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The man is worried about something
"Base caption: The angry man is screaming at somebody
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The angry man is screaming at somebody
"Base caption: People look distracted, man looks haughty and kid looks frowning and gloomy
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
","People look distracted, man looks haughty and kid looks frowning and gloomy"
"Base caption: Three men are happy to joy together
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Three men are happy to joy together
"Base caption: The man is interrupted by something
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The man is interrupted by something
"Base caption: The woman looks annoyed
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The woman looks annoyed
"Base caption: The man feels uncomfortable with the airbag
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The man feels uncomfortable with the airbag
"Base caption: Women are flirting to the nice man
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Women are flirting to the nice man
"Base caption: Man is trying to get attention of the woman
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",Man is trying to get attention of the woman
"Base caption: A woman looks decisive and confident because she is aiming for someone with an old-fashioned rifle
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",A woman looks decisive and confident because she is aiming for someone with an old-fashioned rifle
"Base caption: The woman is shocked about what she saw
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The woman is shocked about what she saw
"Base caption: Man looks having fun and confident
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Man looks having fun and confident
"Base caption: Anxious lovers are about to kiss each other
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Anxious lovers are about to kiss each other
"Base caption: Man looks concentrated and tries to investigate the content of the suitcase carefully
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Man looks concentrated and tries to investigate the content of the suitcase carefully
"Base caption: Man in the middle is scared and disturbed and others trying to calm him
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Man in the middle is scared and disturbed and others trying to calm him
"Base caption: The woman is trying to harm the scared man
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The woman is trying to harm the scared man
"Base caption: Men look happy and enjoying the spirit of the party
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Men look happy and enjoying the spirit of the party
"Base caption: The man and the woman are annoyed by somebody
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The man and the woman are annoyed by somebody
"Base caption: The woman is unpleased of something
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",The woman is unpleased of something
"Base caption: One man looks perplexed and confused and the other looks ironic and skeptical because he told him something unbelievable and is satisfied with the reaction
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",One man looks perplexed and confused and the other looks ironic and skeptical because he told him something unbelievable and is satisfied with the reaction
"Base caption: The man is curious about something
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man is curious about something
"Base caption: Woman is surprised and smiling
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Woman is surprised and smiling
"Base caption: A woman looks shocked and afraid of a man who is bound to the chair and tries to alibi himself
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",A woman looks shocked and afraid of a man who is bound to the chair and tries to alibi himself
"Base caption: A company is happy to spend time together on the beach
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",A company is happy to spend time together on the beach
"Base caption: The couples are glad to be together
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The couples are glad to be together
"Base caption: Angry doctor is healing the patient
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Angry doctor is healing the patient
"Base caption: Woman looks aggressive and decisive, she is ready to kill
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
","Woman looks aggressive and decisive, she is ready to kill"
"Base caption: Officers are smiling and presenting their results in cooking contest at the corporate party
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Officers are smiling and presenting their results in cooking contest at the corporate party
"Base caption: The American family is happy to be with each other
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The American family is happy to be with each other
"Base caption: A couple is observing from high place
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",A couple is observing from high place
"Base caption: People are annoyed and discontent because they aren't happy with the bus trip quality
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",People are annoyed and discontent because they aren't happy with the bus trip quality
"Base caption: The man is hugging the other man
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man is hugging the other man
"Base caption: Two mans are interrupted and surprised
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Two mans are interrupted and surprised
"Base caption: Happy family is hugging and enjoying the time together
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Happy family is hugging and enjoying the time together
"Base caption: Men look shocked and very excited, they have seen something unimaginable
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
","Men look shocked and very excited, they have seen something unimaginable"
"Base caption: The woman supports the man
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The woman supports the man
"Base caption: The calm man is fixing something in the tube
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The calm man is fixing something in the tube
"Base caption: A man looks suspicious and has mysterious calls which he tries to hide from the wife
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",A man looks suspicious and has mysterious calls which he tries to hide from the wife
"Base caption: The woman is laughing at something
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The woman is laughing at something
"Base caption: The mad doctor is trying to kill scared patient
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The mad doctor is trying to kill scared patient
"Base caption: The woman is happy to walk on the bridge along with two calm men
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The woman is happy to walk on the bridge along with two calm men
"Base caption: The anxious men are looking at something
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The anxious men are looking at something
"Base caption: The group of people are scared of something
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The group of people are scared of something
"Base caption: Woman looks very surprised and confused, she only now realized she is marrying
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
","Woman looks very surprised and confused, she only now realized she is marrying"
"Base caption: A man looks upset and thoughtful because he couldn't calm a crying and despaired woman
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",A man looks upset and thoughtful because he couldn't calm a crying and despaired woman
"Base caption: The man walks tired into the room
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The man walks tired into the room
"Base caption: Company of women is happy to be together
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Company of women is happy to be together
"Base caption: The man is arguing with two women
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The man is arguing with two women
"Base caption: Men look suspicious and cautious because they are trying to steal something
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Men look suspicious and cautious because they are trying to steal something
"Base caption: Three aristocrats are patiently waiting for another
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",Three aristocrats are patiently waiting for another
"Base caption: The couple is happy to be together
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The couple is happy to be together
"Base caption: Man looks suspicious and looks just in the camera
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Man looks suspicious and looks just in the camera
"Base caption: The man is very sad about something
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The man is very sad about something
"Base caption: The people are amazed about founded underwater treasure
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The people are amazed about founded underwater treasure
"Base caption: The sad woman is stroking the back of her husband
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The sad woman is stroking the back of her husband
"Base caption: Man tries to sell the mask he presents as some ancient artifacts and really is insistent
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",Man tries to sell the mask he presents as some ancient artifacts and really is insistent
"Base caption: The man is kissing the woman
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man is kissing the woman
"Base caption: Men look serious and ambitious, they sit in restaurant and discuss the business
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
","Men look serious and ambitious, they sit in restaurant and discuss the business"
"Base caption: The group of people is having fun
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The group of people is having fun
"Base caption: Men look cautious and arguing, they are spying on someone
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
","Men look cautious and arguing, they are spying on someone"
"Base caption: Two happy men are hugging
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Two happy men are hugging
"Base caption: An old man with wise face expression shows something to a young woman
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",An old man with wise face expression shows something to a young woman
"Base caption: Two calm men are talking with each other
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Two calm men are talking with each other
"Base caption: One woman is sad and is crying and another tries to listen to her and comfort her
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",One woman is sad and is crying and another tries to listen to her and comfort her
"Base caption: The guy is hugging the joyful girl
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The guy is hugging the joyful girl
"Base caption: Men look uncertain and discuss plan of further actions
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Men look uncertain and discuss plan of further actions
"Base caption: Surprised man is looking into the camera
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Surprised man is looking into the camera
"Base caption: Man with her daughter are happy
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Man with her daughter are happy
"Base caption: The calm woman is listening to a deal of an interested man
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",The calm woman is listening to a deal of an interested man
"Base caption: Surprised man is listening to the doctor
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Surprised man is listening to the doctor
"Base caption: Scientists look somewhat aggressive and annoyed because someone interfered with an experiment they were conducting
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Scientists look somewhat aggressive and annoyed because someone interfered with an experiment they were conducting
"Base caption: Woman smiles shiny
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Woman smiles shiny
"Base caption: Women are laughing and happy to give an interview
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Women are laughing and happy to give an interview
"Base caption: People are happy to be together
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",People are happy to be together
"Base caption: The man is kissing the woman
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man is kissing the woman
"Base caption: The company is happy to be together
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The company is happy to be together
"Base caption: The man is trying to shoot somebody
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The man is trying to shoot somebody
"Base caption: the woman is screaming on somebody
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",the woman is screaming on somebody
"Base caption: A couple is happy, with their weird looking baby doll
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
","A couple is happy, with their weird looking baby doll"
"Base caption: The mysterious guy is looking behind the girl
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",The mysterious guy is looking behind the girl
"Base caption: Three happy men are discussing something
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Three happy men are discussing something
"Base caption: Three men are shocked by something
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Three men are shocked by something
"Base caption: Couple is laughing and having a good time
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Couple is laughing and having a good time
"Base caption: The woman looks confused
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The woman looks confused
"Base caption: The calm couple is waiting for someone
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The calm couple is waiting for someone
"Base caption: The woman looks annoyed
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The woman looks annoyed
"Base caption: Three men are enjoying the company of each other
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Three men are enjoying the company of each other
"Base caption: The angry man is trying to kill somebody
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The angry man is trying to kill somebody
"Base caption: The company of people is having a serious conversation
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The company of people is having a serious conversation
"Base caption: Man looks tired, he is undergoing interrogation
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
","Man looks tired, he is undergoing interrogation"
"Base caption: The worried doctor is healing the patient
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The worried doctor is healing the patient
"Base caption: People are involved in a conversation and discuss it with excitement
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",People are involved in a conversation and discuss it with excitement
"Base caption: A woman is confident and smiles a bit
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",A woman is confident and smiles a bit
"Base caption: The man is very proud because of his son
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man is very proud because of his son
"Base caption: One man looks stylish and confident and resembles a leather man and another points him on his room
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",One man looks stylish and confident and resembles a leather man and another points him on his room
"Base caption: People look cautious and alert, they try to investigate the room
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
","People look cautious and alert, they try to investigate the room"
"Base caption: Happy couple arrives home after long trip
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Happy couple arrives home after long trip
"Base caption: Serious people are going to have a tennis game
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Serious people are going to have a tennis game
"Base caption: Researchers enthusiastically discuss possible breakthrough
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Researchers enthusiastically discuss possible breakthrough
"Base caption: Two men are unsatisfied with their conversation
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Two men are unsatisfied with their conversation
"Base caption: Two men are trying to shoot somebody
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Two men are trying to shoot somebody
"Base caption: Three women are laughing together
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Three women are laughing together
"Base caption: The man is helping the other man
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man is helping the other man
"Base caption: Couple is happy to get the reward
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Couple is happy to get the reward
"Base caption: A woman is suspicious, she thinks her boyfriend lies to her
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
","A woman is suspicious, she thinks her boyfriend lies to her"
"Base caption: The company of happy people are waiting for a party
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The company of happy people are waiting for a party
"Base caption: The man is showing evidences to the other man
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",The man is showing evidences to the other man
"Base caption: The man is scared about huge monster
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The man is scared about huge monster
"Base caption: Woman and man talk, and she is smiling because succeeded to persuade interlocutor
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
","Woman and man talk, and she is smiling because succeeded to persuade interlocutor"
"Base caption: The woman is angry at the boy
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The woman is angry at the boy
"Base caption: The man is scared of something
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The man is scared of something
"Base caption: The doctor is talking with the happy man
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The doctor is talking with the happy man
"Base caption: The man is trying to harm the other man
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The man is trying to harm the other man
"Base caption: The woman is hugging the boy
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The woman is hugging the boy
"Base caption: Happy man is kissing hands of her girlfriend
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Happy man is kissing hands of her girlfriend
"Base caption: Couple are interested observing critters, and look joyful
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
","Couple are interested observing critters, and look joyful"
"Base caption: The scared woman is trying to save someone from the cage
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The scared woman is trying to save someone from the cage
"Base caption: The man is explaining something to people
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",The man is explaining something to people
"Base caption: Two women are surprised
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Two women are surprised
"Base caption: The man is happy to talk with two pretty girls
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man is happy to talk with two pretty girls
"Base caption: Two old men are having a good trip
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Two old men are having a good trip
"Base caption: The speaker is happy about future deals
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The speaker is happy about future deals
"Base caption: Man looks simple and kind, he smiles gently
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
","Man looks simple and kind, he smiles gently"
"Base caption: Men are tired but serious, they try to arrest the suspect
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
","Men are tired but serious, they try to arrest the suspect"
"Base caption: A girl looks confident and decisive and another one tries to calm her
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",A girl looks confident and decisive and another one tries to calm her
"Base caption: Women look mysteriously and smiling tricky while they discuss someone
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Women look mysteriously and smiling tricky while they discuss someone
"Base caption: A man looks ambitious and initiative and asks a woman about something because he is new to the city
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",A man looks ambitious and initiative and asks a woman about something because he is new to the city
"Base caption: The bored woman is leaning against the wall
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The bored woman is leaning against the wall
"Base caption: The man is questioning the ill man
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The man is questioning the ill man
"Base caption: The people are having a serious conversation
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",The people are having a serious conversation
"Base caption: Sad man is begging for something
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Sad man is begging for something
"Base caption: The woman is crying
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The woman is crying
"Base caption: Man with the gun is looking very dangerously
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Man with the gun is looking very dangerously
"Base caption: The woman is laughing at something
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The woman is laughing at something
"Base caption: Men enjoying their company and having fun
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Men enjoying their company and having fun
"Base caption: A happy couple is happy to be together
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",A happy couple is happy to be together
"Base caption: The woman is laughing at the man
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The woman is laughing at the man
"Base caption: Man looks very distrustful and wants to hear arguments
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Man looks very distrustful and wants to hear arguments
"Base caption: The woman tells something funny while the man is listening
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The woman tells something funny while the man is listening
"Base caption: The man and the woman having fun dancing
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man and the woman having fun dancing
"Base caption: The man is annoyed by something on the camera
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The man is annoyed by something on the camera
"Base caption: The woman looks confused because of something
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The woman looks confused because of something
"Base caption: A couple looks despaired but confident, they are trying to escape from some terrific experiment
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
","A couple looks despaired but confident, they are trying to escape from some terrific experiment"
"Base caption: People all smiling and show they are happy being themselves
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",People all smiling and show they are happy being themselves
"Base caption: People are looking for something in the forest
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",People are looking for something in the forest
"Base caption: A couple looks cozy, and the woman has a warm gaze while the man looks tired
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
","A couple looks cozy, and the woman has a warm gaze while the man looks tired"
"Base caption: Man aggressively holding other man
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Man aggressively holding other man
"Base caption: Couple enjoys seeing each other and drinking together
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Couple enjoys seeing each other and drinking together
"Base caption: Serious man is offering a handshake
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Serious man is offering a handshake
"Base caption: Couple looks tricky and smiling
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Couple looks tricky and smiling
"Base caption: The man tries to harm the woman
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The man tries to harm the woman
"Base caption: Two men are worried about something
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Two men are worried about something
"Base caption: Couple looks handsome and happy
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Couple looks handsome and happy
"Base caption: Woman looks happy to give interview
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Woman looks happy to give interview
"Base caption: The people are enjoying the company of each other
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The people are enjoying the company of each other
"Base caption: The company of worried people are preparing for battle
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The company of worried people are preparing for battle
"Base caption: The man is arguing with the other man
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The man is arguing with the other man
"Base caption: The man and the woman are having fun
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man and the woman are having fun
"Base caption: A family looks happy because they are celebrating together
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",A family looks happy because they are celebrating together
"Base caption: Men look troubled as they taking effort in study
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Men look troubled as they taking effort in study
"Base caption: Two men look confident, vile and aggressive because they have robbed a bank and now escaping
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
","Two men look confident, vile and aggressive because they have robbed a bank and now escaping"
"Base caption: The man is arguing with the other man
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The man is arguing with the other man
"Base caption: People are very interested in what's going on the display of the tablet
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",People are very interested in what's going on the display of the tablet
"Base caption: The man is flirting with the woman
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man is flirting with the woman
"Base caption: The man is hugging the other man
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man is hugging the other man
"Base caption: The happy man is listening to the music
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The happy man is listening to the music
"Base caption: The woman is hugging the other woman
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The woman is hugging the other woman
"Base caption: Calm couple is walking on the street
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Calm couple is walking on the street
"Base caption: The happy family is celebrating the birthday of the girl
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The happy family is celebrating the birthday of the girl
"Base caption: Woman looks tired and angry
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Woman looks tired and angry
"Base caption: Couple look smiling kindly
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Couple look smiling kindly
"Base caption: The man and the woman are looking suspiciously at somebody
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The man and the woman are looking suspiciously at somebody
"Base caption: The woman looks dissatisfied
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The woman looks dissatisfied
"Base caption: The man is serious about his new investigation
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",The man is serious about his new investigation
"Base caption: One man has troubles and another offers support
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",One man has troubles and another offers support
"Base caption: The man is explaining something to the somebody
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",The man is explaining something to the somebody
"Base caption: The group of people are shocked by something
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The group of people are shocked by something
"Base caption: Three women are happy to pose for a photo
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Three women are happy to pose for a photo
"Base caption: The irritated man following the tense man in forest
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The irritated man following the tense man in forest
"Base caption: The man is scared and confused
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The man is scared and confused
"Base caption: The woman is flirting with the man
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The woman is flirting with the man
"Base caption: Serious company is worried about the girl
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Serious company is worried about the girl
"Base caption: Man looks distracted and upset, although he is smiling
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
","Man looks distracted and upset, although he is smiling"
"Base caption: Two serious men are having a business conversation
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",Two serious men are having a business conversation
"Base caption: The woman is attentively reading evidences
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",The woman is attentively reading evidences
"Base caption: Woman looks happy and open and man looks happy
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Woman looks happy and open and man looks happy
