input_text,target_text
"Base caption: An angry man is arguing with the woman
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",An angry man is arguing with the woman
"Base caption: Serious people are going to have a tennis game
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Serious people are going to have a tennis game
"Base caption: Woman looks mysterious, alluring and manipulative, she smiles gently
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
","Woman looks mysterious, alluring and manipulative, she smiles gently"
"Base caption: The happy man is taking a speech
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The happy man is taking a speech
"Base caption: Couple looks joyful and stands out
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Couple looks joyful and stands out
"Base caption: The man is trying to calm down somebody
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man is trying to calm down somebody
"Base caption: Man is troubled as his car broke in the middle of road
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Man is troubled as his car broke in the middle of road
"Base caption: A happy man is screaming on the stage
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",A happy man is screaming on the stage
"Base caption: Women are happy to win some award
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Women are happy to win some award
"Base caption: The man is flirting with the woman
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man is flirting with the woman
"Base caption: Two amazed women are dancing in the bar
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Two amazed women are dancing in the bar
"Base caption: The group of people is having fun
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The group of people is having fun
"Base caption: Angry man is talking to his colleague
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Angry man is talking to his colleague
"Base caption: The serious man is riding a horse
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The serious man is riding a horse
"Base caption: An anxious woman is carrying the strange package
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",An anxious woman is carrying the strange package
"Base caption: The group of people are shocked by something
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The group of people are shocked by something
"Base caption: The old couple is happy to walk around
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The old couple is happy to walk around
"Base caption: Family is happy to be together
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Family is happy to be together
"Base caption: Two folks look serious and try to stand out in their cowboy outfit at their stables
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Two folks look serious and try to stand out in their cowboy outfit at their stables
"Base caption: The man is having a shocking conversation on the phone
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The man is having a shocking conversation on the phone
"Base caption: Man looks shocked and surprised
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Man looks shocked and surprised
"Base caption: The woman is flirting with the man
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The woman is flirting with the man
"Base caption: The man is kissing the woman
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man is kissing the woman
"Base caption: Man looks ironic and confident, and woman looks manipulative
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
","Man looks ironic and confident, and woman looks manipulative"
"Base caption: Two best friends are happy to be together
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Two best friends are happy to be together
"Base caption: The king is happy to have a nice wife and daughter
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The king is happy to have a nice wife and daughter
"Base caption: The women is happy because of her baby
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The women is happy because of her baby
"Base caption: A man is happy because he has headphones with active noise suppression and doesn't hear all those who shouts at him in megaphones
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",A man is happy because he has headphones with active noise suppression and doesn't hear all those who shouts at him in megaphones
"Base caption: Two men discussing something
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",Two men discussing something
"Base caption: The surprised man is holding a huge sword
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The surprised man is holding a huge sword
"Base caption: The woman is arguing with the other woman
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The woman is arguing with the other woman
"Base caption: Young people are interested in what they are watching
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Young people are interested in what they are watching
"Base caption: A serious man is holding a gun in his hands
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",A serious man is holding a gun in his hands
"Base caption: The man is arguing with the other man
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The man is arguing with the other man
"Base caption: Two women are excited to get a prize
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Two women are excited to get a prize
"Base caption: Two tired singers are preparing for a new song
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",Two tired singers are preparing for a new song
"Base caption: The man and a woman are happy to get their prize
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man and a woman are happy to get their prize
"Base caption: Two focused men are listening about the job offer
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Two focused men are listening about the job offer
"Base caption: The couple is having an unpleasant conversation
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The couple is having an unpleasant conversation
"Base caption: A family has a dinner together, and everyone is concentrated and tries to follow the manners
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
","A family has a dinner together, and everyone is concentrated and tries to follow the manners"
"Base caption: Two men are fighting in the classroom
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Two men are fighting in the classroom
"Base caption: The company of people is happy to spend their time together
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The company of people is happy to spend their time together
"Base caption: The man is trying to kill somebody
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The man is trying to kill somebody
"Base caption: Woman is bored and try to find interest in book
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Woman is bored and try to find interest in book
"Base caption: The woman is screaming at the other crying woman
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The woman is screaming at the other crying woman
"Base caption: Two women look irritated and bored because they don't know what interesting they can do in the flat
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Two women look irritated and bored because they don't know what interesting they can do in the flat
"Base caption: The woman is praising the embarrassed man about his prize
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The woman is praising the embarrassed man about his prize
"Base caption: Two guys are having a conversation in the restaurant
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",Two guys are having a conversation in the restaurant
"Base caption: A couple looks very passionate and gentle as they caress each other
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",A couple looks very passionate and gentle as they caress each other
"Base caption: A couple is kissing passionately and a man closed eyes from pleasure
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",A couple is kissing passionately and a man closed eyes from pleasure
"Base caption: A woman feels despaired and lost, she sits in bathtub and thinks about wasted life
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
","A woman feels despaired and lost, she sits in bathtub and thinks about wasted life"
"Base caption: The women are looking scornfully at each other
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",The women are looking scornfully at each other
"Base caption: The man and the woman are discussing something
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",The man and the woman are discussing something
"Base caption: A couple is hugging passionately at public because they show their love that way
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",A couple is hugging passionately at public because they show their love that way
"Base caption: The woman and the man are discussing something
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",The woman and the man are discussing something
"Base caption: Man looks troubled and worried because he could not explain things to the boy
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Man looks troubled and worried because he could not explain things to the boy
"Base caption: Woman looks whiny and despaired
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Woman looks whiny and despaired
"Base caption: Woman is happy and excited and her family is joyful and calm
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Woman is happy and excited and her family is joyful and calm
"Base caption: Women look decisive and very persuading
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Women look decisive and very persuading
"Base caption: Two men are angry at somebody
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Two men are angry at somebody
"Base caption: The man is angry at the other man
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The man is angry at the other man
"Base caption: The man is arguing with the other man
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The man is arguing with the other man
"Base caption: Three women are looking into the box
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",Three women are looking into the box
"Base caption: Man is perceptive and calm, he is also serious
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
","Man is perceptive and calm, he is also serious"
"Base caption: Men suspicious and aggressive, because they are targeting to shoot someone
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
","Men suspicious and aggressive, because they are targeting to shoot someone"
"Base caption: Angry people are beating the scared man
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Angry people are beating the scared man
"Base caption: The man is flirting with the woman
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man is flirting with the woman
"Base caption: The woman looks determined and confident, she put a gun to a man's neck
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
","The woman looks determined and confident, she put a gun to a man's neck"
"Base caption: Anxious people are holding the guns
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Anxious people are holding the guns
"Base caption: The woman is flirting with the man
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The woman is flirting with the man
"Base caption: The woman is asking something other older woman
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",The woman is asking something other older woman
"Base caption: A man is uncertain as he is transferring something to woman
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",A man is uncertain as he is transferring something to woman
"Base caption: A couple is preparing to the Halloween
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",A couple is preparing to the Halloween
"Base caption: Two men are filming the calm actor
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",Two men are filming the calm actor
"Base caption: The man is flirting with the woman
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man is flirting with the woman
"Base caption: Men look cautious and arguing, they are spying on someone
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
","Men look cautious and arguing, they are spying on someone"
"Base caption: Men looking with distrust on the man who is conducting survey on them
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Men looking with distrust on the man who is conducting survey on them
"Base caption: The woman is happy with his beloved man
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The woman is happy with his beloved man
"Base caption: Women are  involved in the discussion of some stuff related to the medicine
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",Women are  involved in the discussion of some stuff related to the medicine
"Base caption: Serious man is filming the caf?
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Serious man is filming the caf?
"Base caption: The woman is happy to see and pet her dog
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The woman is happy to see and pet her dog
"Base caption: Crazy man is playing on the guitar
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",Crazy man is playing on the guitar
"Base caption: The nurse is very happy about her vacation
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The nurse is very happy about her vacation
"Base caption: Man looks very surprised and serious
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Man looks very surprised and serious
"Base caption: The man is trying to shoot somebody
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The man is trying to shoot somebody
"Base caption: The man and the woman are looking for the way out
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",The man and the woman are looking for the way out
"Base caption: Company is enjoying their time together
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Company is enjoying their time together
"Base caption: The company is happy to be together
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The company is happy to be together
"Base caption: A couple looks decisive and threatening because they want to avoid arrest
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",A couple looks decisive and threatening because they want to avoid arrest
"Base caption: Woman looks joyful and smiling
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Woman looks joyful and smiling
"Base caption: The man is hugging the child
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man is hugging the child
"Base caption: Woman looks distracted and happy, she thinks about something funny
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
","Woman looks distracted and happy, she thinks about something funny"
"Base caption: Woman looks kind and happy
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Woman looks kind and happy
"Base caption: Tha man is happy about his invention
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Tha man is happy about his invention
"Base caption: Man concentrated on drawing, and woman observes it with interest
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
","Man concentrated on drawing, and woman observes it with interest"
"Base caption: Two men are intimidating a third one and they look serious
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Two men are intimidating a third one and they look serious
"Base caption: Weaponized men are waiting for someone
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",Weaponized men are waiting for someone
"Base caption: The man is arguing with the woman
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The man is arguing with the woman
"Base caption: Three men are surprised by something
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Three men are surprised by something
"Base caption: The woman is flirting with the man
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The woman is flirting with the man
"Base caption: Couple looks flirty and notices only each other
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Couple looks flirty and notices only each other
"Base caption: A guy smiles and girls are enjoying his company and jokes
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",A guy smiles and girls are enjoying his company and jokes
"Base caption: A company of nice men is happy to be together
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",A company of nice men is happy to be together
"Base caption: Man with the gun is looking very dangerously
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Man with the gun is looking very dangerously
"Base caption: The man looks angry
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The man looks angry
"Base caption: Two serious men are making a deal
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Two serious men are making a deal
"Base caption: The man is happy to see and hug his sad mother
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man is happy to see and hug his sad mother
"Base caption: Star couple tries to look smiling but they are tired of giving autographs
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Star couple tries to look smiling but they are tired of giving autographs
"Base caption: Woman looks naive and smiling with simple family joys
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Woman looks naive and smiling with simple family joys
"Base caption: Woman looks cautious
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Woman looks cautious
"Base caption: Woman looks strange and futuristic but confident
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Woman looks strange and futuristic but confident
"Base caption: Woman looks confident and bored and man looks frustrated and offended
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Woman looks confident and bored and man looks frustrated and offended
"Base caption: People look desperate and decisive to do anything to survive
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",People look desperate and decisive to do anything to survive
"Base caption: A man looks suspicious and trying to hide in the bag
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",A man looks suspicious and trying to hide in the bag
"Base caption: Two man are interrupted by something
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Two man are interrupted by something
"Base caption: The man and the woman are surprised by something
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man and the woman are surprised by something
"Base caption: The surprised kid and grandfather are hiding in the bush
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The surprised kid and grandfather are hiding in the bush
"Base caption: A woman looks manipulative and authoritative, and man looks indifferent and skeptical
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
","A woman looks manipulative and authoritative, and man looks indifferent and skeptical"
"Base caption: Happy dad is spending time with his daughters
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Happy dad is spending time with his daughters
"Base caption: Couple is very happy about something
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Couple is very happy about something
"Base caption: Woman looks pleasantly surprised and smiling widely
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Woman looks pleasantly surprised and smiling widely
"Base caption: Happy couple is amazed by something
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Happy couple is amazed by something
"Base caption: The couple in love is looking on each other
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The couple in love is looking on each other
"Base caption: The woman is very happy to be together with the nice man
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The woman is very happy to be together with the nice man
"Base caption: The couple is happy to have a slow dance on a wedding
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The couple is happy to have a slow dance on a wedding
"Base caption: Anxious man is drawing something on the board
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Anxious man is drawing something on the board
"Base caption: The man is giving reward to the surprised woman
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man is giving reward to the surprised woman
"Base caption: The man tries to harm the woman
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The man tries to harm the woman
"Base caption: The man looks angry and aggressive
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The man looks angry and aggressive
"Base caption: The man is interested in a woman
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man is interested in a woman
"Base caption: Anxious man is scared by soldiers
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Anxious man is scared by soldiers
"Base caption: The man is hugging his kids
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man is hugging his kids
"Base caption: Man is somewhat distracted but happy and woman is happy
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Man is somewhat distracted but happy and woman is happy
"Base caption: Sad man is trying to calm down his angry mate
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Sad man is trying to calm down his angry mate
"Base caption: The couple is dancing on the stage
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",The couple is dancing on the stage
"Base caption: The woman is scared of knife
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The woman is scared of knife
"Base caption: Boys look scared and confused, they scream out of surprise
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
","Boys look scared and confused, they scream out of surprise"
"Base caption: Two happy women are ready to shoot from the big gun
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Two happy women are ready to shoot from the big gun
"Base caption: Two happy men are having a good conversation
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Two happy men are having a good conversation
"Base caption: The sad prisoner is writing the letter
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The sad prisoner is writing the letter
"Base caption: Two men having a conflict
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Two men having a conflict
"Base caption: The company of rich people are having a good time
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The company of rich people are having a good time
"Base caption: A man is scared by a cat
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",A man is scared by a cat
"Base caption: The woman is scared of something
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The woman is scared of something
"Base caption: Group of rollers are having fun and crazy, because they rolling on the road
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
","Group of rollers are having fun and crazy, because they rolling on the road"
"Base caption: Two women are investigating something
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",Two women are investigating something
"Base caption: The angry army is preparing for the battle
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The angry army is preparing for the battle
"Base caption: A man looks suspicious and has mysterious calls which he tries to hide from the wife
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",A man looks suspicious and has mysterious calls which he tries to hide from the wife
"Base caption: A woman looks tired and bored, she is indifferent to a cowboy who evaluates her and seeks for her love
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
","A woman looks tired and bored, she is indifferent to a cowboy who evaluates her and seeks for her love"
"Base caption: The man is trying to harm somebody
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The man is trying to harm somebody
"Base caption: The man is reviewing other man's eye
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",The man is reviewing other man's eye
"Base caption: The man is arguing with two women
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The man is arguing with two women
"Base caption: Man is carefree because he fell asleep
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Man is carefree because he fell asleep
"Base caption: A woman looks shocked and excited because she has found a mysterious note in the bottle and a man is uncertain
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",A woman looks shocked and excited because she has found a mysterious note in the bottle and a man is uncertain
"Base caption: The scared men are on the watch
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The scared men are on the watch
"Base caption: People are worried about the patient
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",People are worried about the patient
"Base caption: The people are scared and anxious about something
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The people are scared and anxious about something
"Base caption: A man looks shocked because he has just seen a woman's genitals
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",A man looks shocked because he has just seen a woman's genitals
"Base caption: A woman tries to persuade a girl and looks very serious, and man at the back looks indifferent
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
","A woman tries to persuade a girl and looks very serious, and man at the back looks indifferent"
"Base caption: Women are flirting to the nice man
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Women are flirting to the nice man
"Base caption: Women look lively discussing their girly things
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Women look lively discussing their girly things
"Base caption: A man to the left looks serious, a man to the right looks strange and a man in the middle is ashamed of the man to the right
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
","A man to the left looks serious, a man to the right looks strange and a man in the middle is ashamed of the man to the right"
"Base caption: Two calm men are calling for someone via telephone
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Two calm men are calling for someone via telephone
"Base caption: The happy people are enjoying the company of each other
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The happy people are enjoying the company of each other
"Base caption: The man and the woman are surprised by the baby
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man and the woman are surprised by the baby
"Base caption: The woman is moved to tears by the present
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The woman is moved to tears by the present
"Base caption: The man and the woman are greeting each other
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man and the woman are greeting each other
"Base caption: The angry man is screaming at somebody
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The angry man is screaming at somebody
"Base caption: The anxious boy is listening to serious man
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The anxious boy is listening to serious man
"Base caption: Man looks despaired, he is incurably sick
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
","Man looks despaired, he is incurably sick"
"Base caption: The group of people are laughing at something
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The group of people are laughing at something
"Base caption: The kid is surprised because of the question
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The kid is surprised because of the question
"Base caption: A woman is confused and a little ashamed, she tries to hide the poster of the movie with her in the main role with her body
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
","A woman is confused and a little ashamed, she tries to hide the poster of the movie with her in the main role with her body"
"Base caption: Man is tired and bored because of his naughty puppies
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Man is tired and bored because of his naughty puppies
"Base caption: The man is happy to be together with nice women
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man is happy to be together with nice women
"Base caption: The annoyed man is calling somebody
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The annoyed man is calling somebody
"Base caption: The woman is flirting with the man
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The woman is flirting with the man
"Base caption: The man is pissed off by the woman
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The man is pissed off by the woman
"Base caption: The group of people are investigating something
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",The group of people are investigating something
"Base caption: The kid is surprised by something
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The kid is surprised by something
"Base caption: People are happy to celebrate the holiday together
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",People are happy to celebrate the holiday together
"Base caption: Three women are happy to pose for a photo
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Three women are happy to pose for a photo
"Base caption: Woman is surprisingly happy and smiling
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Woman is surprisingly happy and smiling
"Base caption: The woman is laughing at something
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The woman is laughing at something
"Base caption: Two surprised guys are looking into the box
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Two surprised guys are looking into the box
"Base caption: The girl is looking at a man with a love in her eyes
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The girl is looking at a man with a love in her eyes
"Base caption: The man is trying to harm the other man
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The man is trying to harm the other man
"Base caption: The man tries to explain something to the woman
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",The man tries to explain something to the woman
"Base caption: Woman looks upset and disappointed
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Woman looks upset and disappointed
"Base caption: The woman is annoyed by something
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The woman is annoyed by something
"Base caption: Serious company is worried about the girl
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Serious company is worried about the girl
"Base caption: Happy family is hugging and enjoying the time together
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Happy family is hugging and enjoying the time together
"Base caption: Two women are confused by something
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Two women are confused by something
"Base caption: A man looks skeptical and smiling
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",A man looks skeptical and smiling
"Base caption: The funny man is telling joke to the woman
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The funny man is telling joke to the woman
"Base caption: The people are enjoying the company
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The people are enjoying the company
"Base caption: Men look uncertain, but they have a clue what to do
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
","Men look uncertain, but they have a clue what to do"
"Base caption: Couple look flirty and prepare for the expected love continuation
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Couple look flirty and prepare for the expected love continuation
"Base caption: The man is angry at somebody
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The man is angry at somebody
"Base caption: One man has troubles and another offers support
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",One man has troubles and another offers support
"Base caption: A couple looks gentle and is enjoying cuddling
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",A couple looks gentle and is enjoying cuddling
"Base caption: Woman looks happy and invites her friends to join her
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Woman looks happy and invites her friends to join her
"Base caption: The man is trying to help the woman
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man is trying to help the woman
"Base caption: The man is shocked by something
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The man is shocked by something
"Base caption: Man looks concerned of riddle he is reading
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",Man looks concerned of riddle he is reading
"Base caption: The dirty plumber is worrying about his job
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The dirty plumber is worrying about his job
"Base caption: The man is looking angry at the woman
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The man is looking angry at the woman
"Base caption: The old happy man is talking to the people
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The old happy man is talking to the people
"Base caption: Two calm men are unsatisfied with the their conversation
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Two calm men are unsatisfied with the their conversation
"Base caption: The woman is trying to shoot somebody
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The woman is trying to shoot somebody
